codigo_de_batea,ano,ciclo,n_batea,fecha_rebose,inicio_de_carga,fin_de_carga,tms,horas_de_lixiviacion,cut_pct,cusac_pct,pctc,fet_pct,indice_solubilidad,pctrec_cusac,p80_mm,pcthumedad_inicial,tiempo_de_lixiviacion_h,ratio_de_curado_kg_tn,pctoxi_2,pctoxi_3,pctoxi_3m,pctoxi_4,pctoxi_4m,load__tms_x_turno__mean,load__tms_x_turno__p10,load__tms_x_turno__p90,load__tms_x_turno__std,load__tms_x_turno__n,load__dosificacion_acido_x_dia_kg_tms__mean,load__dosificacion_acido_x_dia_kg_tms__p10,load__dosificacion_acido_x_dia_kg_tms__p90,load__dosificacion_acido_x_dia_kg_tms__std,load__dosificacion_acido_x_dia_kg_tms__n,load__flujo_sx_hg__mean,load__flujo_sx_hg__p10,load__flujo_sx_hg__p90,load__flujo_sx_hg__std,load__flujo_sx_hg__n,load__flujo_sx_lg__mean,load__flujo_sx_lg__p10,load__flujo_sx_lg__p90,load__flujo_sx_lg__std,load__flujo_sx_lg__n,load__flujo_lix_hg__mean,load__flujo_lix_hg__p10,load__flujo_lix_hg__p90,load__flujo_lix_hg__std,load__flujo_lix_hg__n,load__flujo_lix_lg__mean,load__flujo_lix_lg__p10,load__flujo_lix_lg__p90,load__flujo_lix_lg__std,load__flujo_lix_lg__n,load__ph_pls_hg__mean,load__ph_pls_hg__p10,load__ph_pls_hg__p90,load__ph_pls_hg__std,load__ph_pls_hg__n,load__ph_pls_lg__mean,load__ph_pls_lg__p10,load__ph_pls_lg__p90,load__ph_pls_lg__std,load__ph_pls_lg__n,load__n_rows,leach__tms_x_turno__mean,leach__tms_x_turno__p10,leach__tms_x_turno__p90,leach__tms_x_turno__std,leach__tms_x_turno__n,leach__dosificacion_acido_x_dia_kg_tms__mean,leach__dosificacion_acido_x_dia_kg_tms__p10,leach__dosificacion_acido_x_dia_kg_tms__p90,leach__dosificacion_acido_x_dia_kg_tms__std,leach__dosificacion_acido_x_dia_kg_tms__n,leach__flujo_sx_hg__mean,leach__flujo_sx_hg__p10,leach__flujo_sx_hg__p90,leach__flujo_sx_hg__std,leach__flujo_sx_hg__n,leach__flujo_sx_lg__mean,leach__flujo_sx_lg__p10,leach__flujo_sx_lg__p90,leach__flujo_sx_lg__std,leach__flujo_sx_lg__n,leach__flujo_lix_hg__mean,leach__flujo_lix_hg__p10,leach__flujo_lix_hg__p90,leach__flujo_lix_hg__std,leach__flujo_lix_hg__n,leach__flujo_lix_lg__mean,leach__flujo_lix_lg__p10,leach__flujo_lix_lg__p90,leach__flujo_lix_lg__std,leach__flujo_lix_lg__n,leach__ph_pls_hg__mean,leach__ph_pls_hg__p10,leach__ph_pls_hg__p90,leach__ph_pls_hg__std,leach__ph_pls_hg__n,leach__ph_pls_lg__mean,leach__ph_pls_lg__p10,leach__ph_pls_lg__p90,leach__ph_pls_lg__std,leach__ph_pls_lg__n,leach__n_rows
25-C3-B12-Ene,2025,3,Batea 12,2025-01-18 13:33:00,2025-01-17 23:02:00.000,2025-01-18 10:14:00.000,15614.898433768092,107.98194122314453,0.5583865814696485,0.49254491017964075,0.426731952474962,11.578873801916933,88.2085864032199,69.91127663037398,9.34087187880812,1.9287876286390402,107.98194122314453,26.124741990195236,36.76,63.24,0.0,0.0,0.0,16828.285809982142,16630.860384330634,16965.687156456363,208.63885317319003,4,34.54740824110685,34.37109537285107,34.72372110936262,0.311680061885267,2,838.7486572265625,837.001220703125,840.1209635416667,1.863876794375333,4,875.9425455729166,875.3037434895833,876.6781901041667,0.7774122482384616,4,1032.653544108073,993.4183512369791,1063.969970703125,39.56093731969345,4,927.6142781575521,905.801318359375,939.9258870442709,24.161891374329873,4,1.3199999928474426,1.309999942779541,1.334000039100647,0.014142178332593267,4,1.3924999833106995,1.3789999961853028,1.399999976158142,0.014999985694885254,4,4,16720.93176050183,16561.330268307953,16880.533252695706,282.13824354445524,2,34.76779932642656,34.76779932642656,34.76779932642656,,1,837.603271484375,836.399169921875,838.807373046875,2.128570950202669,2,876.3442789713541,875.8262125651041,876.8623453776041,0.9158206724107995,2,1002.8948974609375,983.9418050130208,1021.8479899088541,33.504650485943515,2,915.4195149739583,896.1831217447916,934.655908203125,34.00546024478682,2,1.3149999976158142,1.3109999537467956,1.3190000414848329,0.007071145362066735,2,1.3849999904632568,1.3730000019073487,1.396999979019165,0.02121318320510914,2,2
25-C3-B13-Ene,2025,3,Batea 13,2025-01-19 01:59:00,2025-01-18 10:14:00.000,2025-01-18 21:27:00.000,15636.258919469929,106.44999694824219,0.4928657314629259,0.41217052715654956,0.468397193828794,10.709298597194389,83.62734530825333,79.1297449267455,9.737452454423948,1.967028718056874,106.44999694824219,27.005946613645072,40.98,59.02,0.0,0.0,0.0,16720.93176050183,16561.330268307953,16880.533252695706,282.13824354445524,2,34.76779932642656,34.76779932642656,34.76779932642656,,1,837.603271484375,836.399169921875,838.807373046875,2.128570950202669,2,876.3442789713541,875.8262125651041,876.8623453776041,0.9158206724107995,2,1002.8948974609375,983.9418050130208,1021.8479899088541,33.504650485943515,2,915.4195149739583,896.1831217447916,934.655908203125,34.00546024478682,2,1.3149999976158142,1.3109999537467956,1.3190000414848329,0.007071145362066735,2,1.3849999904632568,1.3730000019073487,1.396999979019165,0.02121318320510914,2,2,16487.834890082595,15597.512693221426,17191.679590608368,915.6702968082644,4,35.677796472886904,34.94979875571863,36.405794190055175,1.2869303062450304,2,836.9432169596354,835.583740234375,838.5367919921875,1.6295055468059614,4,873.7457478841145,870.807568359375,876.6033121744791,3.1246437670620466,4,991.9133707682291,937.9492757161458,1037.0922444661458,54.66542993062213,4,915.3488362630208,898.3783203125,932.3758951822916,19.638488091908012,4,1.3524999916553497,1.3129999756813049,1.393999981880188,0.04425305611714944,4,1.3924999833106995,1.3789999961853028,1.399999976158142,0.014999985694885254,4,4
25-C3-B14-Ene,2025,3,Batea 14,2025-01-19 12:40:00,2025-01-18 21:27:00.000,2025-01-19 08:28:00.000,15560.896044002538,107.19527435302734,0.4941105769230769,0.4365738886663997,0.547237844309242,11.533974358974358,88.35550361723293,62.554982206387045,9.373145562548022,2.1081023905225305,107.19527435302734,26.08640386625212,47.62,52.38,0.0,0.0,0.0,16487.834890082595,15597.512693221426,17191.679590608368,915.6702968082644,4,35.677796472886904,34.94979875571863,36.405794190055175,1.2869303062450304,2,836.9432169596354,835.583740234375,838.5367919921875,1.6295055468059614,4,873.7457478841145,870.807568359375,876.6033121744791,3.1246437670620466,4,991.9133707682291,937.9492757161458,1037.0922444661458,54.66542993062213,4,915.3488362630208,898.3783203125,932.3758951822916,19.638488091908012,4,1.3524999916553497,1.3129999756813049,1.393999981880188,0.04425305611714944,4,1.3924999833106995,1.3789999961853028,1.399999976158142,0.014999985694885254,4,4,16254.738019663357,15412.186146382479,17097.289892944234,1489.435357745842,2,36.587793619347245,36.587793619347245,36.587793619347245,,1,836.2831624348958,835.5472574869791,837.0190673828125,1.3009084474514934,2,871.147216796875,870.467919921875,871.826513671875,1.2008385668783264,2,980.9318440755208,932.4014729817709,1029.4622151692708,85.7903862347255,2,915.2781575520833,914.8329752604167,915.72333984375,0.7869785432541417,2,1.3899999856948853,1.3819999933242797,1.3979999780654908,0.014142122136739427,2,1.399999976158142,1.399999976158142,1.399999976158142,0.0,2,2
25-C3-B15-Ene,2025,3,Batea 15,2025-01-19 23:19:00,2025-01-19 08:28:00.000,2025-01-19 19:02:00.000,15198.743010353237,106.54972076416016,0.5124700239808153,0.44169338677354714,0.608505023410908,11.576099120703438,86.18911665164678,68.27928083462275,9.646984642512486,1.9688918320869606,106.54972076416016,28.269282310223833,56.25,43.75,0.0,0.0,0.0,16254.738019663357,15412.186146382479,17097.289892944234,1489.435357745842,2,36.587793619347245,36.587793619347245,36.587793619347245,,1,836.2831624348958,835.5472574869791,837.0190673828125,1.3009084474514934,2,871.147216796875,870.467919921875,871.826513671875,1.2008385668783264,2,980.9318440755208,932.4014729817709,1029.4622151692708,85.7903862347255,2,915.2781575520833,914.8329752604167,915.72333984375,0.7869785432541417,2,1.3899999856948853,1.3819999933242797,1.3979999780654908,0.014142122136739427,2,1.399999976158142,1.399999976158142,1.399999976158142,0.0,2,2,16254.738019663357,15412.186146382479,17097.289892944234,1489.435357745842,2,36.587793619347245,36.587793619347245,36.587793619347245,,1,836.2831624348958,835.5472574869791,837.0190673828125,1.3009084474514934,2,871.147216796875,870.467919921875,871.826513671875,1.2008385668783264,2,980.9318440755208,932.4014729817709,1029.4622151692708,85.7903862347255,2,915.2781575520833,914.8329752604167,915.72333984375,0.7869785432541417,2,1.3899999856948853,1.3819999933242797,1.3979999780654908,0.014142122136739427,2,1.399999976158142,1.399999976158142,1.399999976158142,0.0,2,2
25-C4-B02-Ene,2025,4,Batea 02,2025-01-20 11:31:00,2025-01-19 19:02:00.000,2025-01-20 07:40:00.000,15245.12478242001,103.33305358886719,0.5710568454763811,0.49681872749099637,0.559300225192496,11.532465972778223,86.99987250420672,74.73673746613727,8.833657870809002,1.9473704974947725,103.33305358886719,28.35148878686732,46.48,53.52,0.0,0.0,0.0,15925.974537086095,15220.320259850625,16894.639600383372,978.5459142751449,4,36.29182599194563,36.05505189002433,36.52860009386692,0.4185614326947574,2,835.6946818033854,834.6874348958333,836.7865152994791,1.166376642431129,4,870.4729614257812,869.4418375651042,871.55419921875,1.1983839614004512,4,1045.9173787434895,956.6666585286458,1123.8147623697917,93.69528141563593,4,922.8436279296874,915.05556640625,932.3361490885417,9.591380892657728,4,1.3550000190734863,1.3200000524520874,1.393999981880188,0.041231016935177216,4,1.4149999916553497,1.399999976158142,1.4380000233650208,0.023804797150727405,4,4,15597.211054508833,15330.739638120547,15863.682470897118,471.05936380135313,2,35.995858364544006,35.995858364544006,35.995858364544006,,1,835.106201171875,834.5394694010417,835.6729329427083,1.0018496956752225,2,869.7987060546875,869.2196370442708,870.3777750651042,1.023659060101575,2,1110.9029134114585,1085.0792154947917,1136.726611328125,45.65027978046985,2,930.4090983072916,926.5549967447917,934.2631998697916,6.813153375563546,2,1.3200000524520874,1.3200000524520874,1.3200000524520874,0.0,2,1.4300000071525574,1.4139999747276306,1.4460000395774841,0.028284328567175877,2,2
25-C4-B03-Ene,2025,4,Batea 03,2025-01-20 21:35:00,2025-01-20 07:40:00.000,2025-01-20 18:05:00.000,15279.196404109589,104.44027709960938,0.5638323353293414,0.4935876947662805,0.446763074146732,11.013373253493015,87.54157288229484,81.10125808497905,9.806748379053648,1.3099315068493151,104.44027709960938,27.585719166032575,39.62,47.17,0.0,13.21,0.0,15597.211054508833,15330.739638120547,15863.682470897118,471.05936380135313,2,35.995858364544006,35.995858364544006,35.995858364544006,,1,835.106201171875,834.5394694010417,835.6729329427083,1.0018496956752225,2,869.7987060546875,869.2196370442708,870.3777750651042,1.023659060101575,2,1110.9029134114585,1085.0792154947917,1136.726611328125,45.65027978046985,2,930.4090983072916,926.5549967447917,934.2631998697916,6.813153375563546,2,1.3200000524520874,1.3200000524520874,1.3200000524520874,0.0,2,1.4300000071525574,1.4139999747276306,1.4460000395774841,0.028284328567175877,2,2,15597.211054508833,15330.739638120547,15863.682470897118,471.05936380135313,2,35.995858364544006,35.995858364544006,35.995858364544006,,1,835.106201171875,834.5394694010417,835.6729329427083,1.0018496956752225,2,869.7987060546875,869.2196370442708,870.3777750651042,1.023659060101575,2,1110.9029134114585,1085.0792154947917,1136.726611328125,45.65027978046985,2,930.4090983072916,926.5549967447917,934.2631998697916,6.813153375563546,2,1.3200000524520874,1.3200000524520874,1.3200000524520874,0.0,2,1.4300000071525574,1.4139999747276306,1.4460000395774841,0.028284328567175877,2,2
25-C4-B04-Ene,2025,4,Batea 04,2025-01-21 10:22:00,2025-01-20 18:05:00.000,2025-01-21 06:12:00.000,14938.564361326748,97.47971999645233,0.5703481392557023,0.5071585903083701,0.479406821833117,9.970428171268507,88.9208810201794,68.2542756544609,9.36996687777233,2.016500319252613,97.47971999645233,27.987528368534782,19.05,49.21,0.0,31.75,0.0,16724.051629782964,15463.97534631469,18039.947050894603,1384.166095132677,4,35.79671363146167,35.63739784499581,35.95602941792754,0.28163318240020285,2,839.0205281575521,834.8228352864584,844.2393636067709,5.277730097907384,4,869.5721638997395,868.9560953776041,870.3015950520834,0.7396214983500126,4,1139.4714558919272,1097.991064453125,1168.6577880859375,42.242811315439766,4,935.1561075846354,926.7462320963541,945.8239095052083,10.885477722007924,4,1.3050000071525574,1.2899999618530273,1.3200000524520874,0.017320560383080486,4,1.4124999940395355,1.375,1.4440000176429748,0.03862210250326353,4,4,17850.892205057095,17472.782513382077,18229.001896732112,668.4098175394015,2,35.59756889837934,35.59756889837934,35.59756889837934,,1,842.9348551432292,840.3258382161458,845.5438720703125,4.61213390342781,2,869.3456217447916,868.9932779947916,869.6979654947917,0.622861637334244,2,1168.039998372396,1166.8044189453126,1169.2755777994792,2.1842164789629823,2,939.9031168619792,931.5331624348959,948.2730712890625,14.7961288340325,2,1.2899999618530273,1.2899999618530273,1.2899999618530273,0.0,2,1.3949999809265137,1.3670000076293944,1.422999954223633,0.04949742747858799,2,2
25-C4-B05-Ene,2025,4,Batea 05,2025-01-21 20:40:00,2025-01-21 06:12:00.000,2025-01-21 17:14:00.000,15630.991386122965,97.32999610900879,0.6147895791583167,0.5114099999999999,0.525692858307802,11.139118236472946,83.18455896733813,74.77000780966326,9.751050112339206,2.036905326379011,97.32999610900879,28.154070920844,36.92,38.46,0.0,24.62,0.0,17850.892205057095,17472.782513382077,18229.001896732112,668.4098175394015,2,35.59756889837934,35.59756889837934,35.59756889837934,,1,842.9348551432292,840.3258382161458,845.5438720703125,4.61213390342781,2,869.3456217447916,868.9932779947916,869.6979654947917,0.622861637334244,2,1168.039998372396,1166.8044189453126,1169.2755777994792,2.1842164789629823,2,939.9031168619792,931.5331624348959,948.2730712890625,14.7961288340325,2,1.2899999618530273,1.2899999618530273,1.2899999618530273,0.0,2,1.3949999809265137,1.3670000076293944,1.422999954223633,0.04949742747858799,2,2,17850.892205057095,17472.782513382077,18229.001896732112,668.4098175394015,2,35.59756889837934,35.59756889837934,35.59756889837934,,1,842.9348551432292,840.3258382161458,845.5438720703125,4.61213390342781,2,869.3456217447916,868.9932779947916,869.6979654947917,0.622861637334244,2,1168.039998372396,1166.8044189453126,1169.2755777994792,2.1842164789629823,2,939.9031168619792,931.5331624348959,948.2730712890625,14.7961288340325,2,1.2899999618530273,1.2899999618530273,1.2899999618530273,0.0,2,1.3949999809265137,1.3670000076293944,1.422999954223633,0.04949742747858799,2,2
25-C4-B06-Ene,2025,4,Batea 06,2025-01-22 06:12:00,2025-01-21 17:14:00.000,2025-01-22 03:23:00.000,15463.417458745875,100.97332954406738,0.6133360032038446,0.5365868263473054,0.511703221435419,10.965678814577492,87.4866017230964,76.410703178113,9.184169473485467,1.9067656765676566,100.97332954406738,28.370081421955344,42.11,29.82,0.0,28.07,0.0,17349.162622209544,15815.98372342115,18480.957854719898,1553.5405190965796,4,37.1406034217695,35.90617580305737,38.375031040481616,2.1821803501882564,2,844.5396321614584,841.3641845703125,846.7447672526041,3.3150717956875013,4,870.5066324869791,869.1694498697916,871.7001302083333,1.3895962172341332,4,1144.6327311197917,1117.3427327473958,1168.6577880859375,28.194659390410592,4,937.7276204427084,929.6802978515625,947.5153401692709,9.904648791698467,4,1.3149999976158142,1.2899999618530273,1.3440000295639039,0.030000037617159442,4,1.4325000047683716,1.380999994277954,1.4700000286102295,0.05188128268639769,4,4,16847.433039361997,15486.637689337718,18208.228389386273,2405.56904952322,2,38.683637945159646,38.683637945159646,38.683637945159646,,1,846.1444091796875,845.4760172526042,846.8128011067708,1.18156116032737,2,871.6676432291667,871.6026692708333,871.7326171875001,0.11485881634510728,2,1121.2254638671875,1113.460001627604,1128.990926106771,13.727527521643731,2,935.5521240234375,931.3019612630208,939.8022867838542,7.513297272592955,2,1.340000033378601,1.3320000410079955,1.3480000257492066,0.014142122136739427,2,1.4700000286102295,1.4700000286102295,1.4700000286102295,0.0,2,2
25-C4-B07-Ene,2025,4,Batea 07,2025-01-22 16:47:00,2025-01-22 03:23:00.000,2025-01-22 13:37:00.000,15361.746567095437,103.2691650390625,0.610060120240481,0.5221169193934557,0.550640525572827,10.585771543086173,85.58450258765338,82.87977754045176,9.598886173475712,1.451459025561733,103.2691650390625,28.413427500073713,49.28,24.64,0.0,26.09,0.0,16847.433039361997,15486.637689337718,18208.228389386273,2405.56904952322,2,38.683637945159646,38.683637945159646,38.683637945159646,,1,846.1444091796875,845.4760172526042,846.8128011067708,1.18156116032737,2,871.6676432291667,871.6026692708333,871.7326171875001,0.11485881634510728,2,1121.2254638671875,1113.460001627604,1128.990926106771,13.727527521643731,2,935.5521240234375,931.3019612630208,939.8022867838542,7.513297272592955,2,1.340000033378601,1.3320000410079955,1.3480000257492066,0.014142122136739427,2,1.4700000286102295,1.4700000286102295,1.4700000286102295,0.0,2,2,16847.433039361997,15486.637689337718,18208.228389386273,2405.56904952322,2,38.683637945159646,38.683637945159646,38.683637945159646,,1,846.1444091796875,845.4760172526042,846.8128011067708,1.18156116032737,2,871.6676432291667,871.6026692708333,871.7326171875001,0.11485881634510728,2,1121.2254638671875,1113.460001627604,1128.990926106771,13.727527521643731,2,935.5521240234375,931.3019612630208,939.8022867838542,7.513297272592955,2,1.340000033378601,1.3320000410079955,1.3480000257492066,0.014142122136739427,2,1.4700000286102295,1.4700000286102295,1.4700000286102295,0.0,2,2
25-C4-B09-Ene,2025,4,Batea 09,2025-01-23 05:57:00,2025-01-22 13:37:00.000,2025-01-23 01:19:00.000,15216.005931784479,99.92666625976562,0.580672268907563,0.5162774451097805,0.549493664170902,9.361264505802321,88.91029807245134,80.55392446218535,9.73230666600432,1.7053880375679684,99.92666625976562,28.065659090947932,50.85,25.42,0.0,23.73,0.0,16680.19352825345,15291.389529440472,18202.789135953262,1576.8364772117577,4,38.53826315033741,38.42196331447962,38.654562986195195,0.2055910064648158,2,841.7470092773438,836.56611328125,846.4786051432292,5.367119556200337,4,873.3274536132812,871.63515625,875.0540445963542,1.9225694783731275,4,1089.4044189453125,1054.1821858723958,1125.1081949869792,38.224606481611914,4,926.7017618815105,917.3362630208334,937.6772054036459,11.151716595318893,4,1.3550000190734863,1.3360000371932983,1.3740000009536744,0.020816640142347336,4,1.4600000381469727,1.446000051498413,1.4700000286102295,0.014142122136739427,4,4,16512.954017144904,15806.277025184494,17219.63100910531,1249.2402328092892,2,38.39288835551517,38.39288835551517,38.39288835551517,,1,837.349609375,835.7826171875,838.9166015625,2.77007700461898,2,874.9872639973958,874.8537027994792,875.1208251953125,0.23610507187565716,2,1057.5833740234375,1050.7809977213542,1064.3857503255208,12.025016028464597,2,917.8513997395834,916.8211263020834,918.8816731770834,1.8212833353315616,2,1.3700000047683716,1.362000012397766,1.3779999971389771,0.014142122136739427,2,1.4500000476837158,1.4420000553131103,1.4580000400543214,0.014142122136739427,2,2
25-C4-B10-Ene,2025,4,Batea 10,2025-01-23 14:52:00,2025-01-23 01:19:00.000,2025-01-23 11:27:00.000,15434.862097440131,102.9841661453247,0.5618094475580465,0.46302999999999994,0.50887990187182,9.26293034427542,82.41762434088639,66.42061752358987,9.587591690137327,2.261511541032598,102.9841661453247,28.61916000823838,50.75,25.37,0.0,23.88,0.0,16512.954017144904,15806.277025184494,17219.63100910531,1249.2402328092892,2,38.39288835551517,38.39288835551517,38.39288835551517,,1,837.349609375,835.7826171875,838.9166015625,2.77007700461898,2,874.9872639973958,874.8537027994792,875.1208251953125,0.23610507187565716,2,1057.5833740234375,1050.7809977213542,1064.3857503255208,12.025016028464597,2,917.8513997395834,916.8211263020834,918.8816731770834,1.8212833353315616,2,1.3700000047683716,1.362000012397766,1.3779999971389771,0.014142122136739427,2,1.4500000476837158,1.4420000553131103,1.4580000400543214,0.014142122136739427,2,2,16512.954017144904,15806.277025184494,17219.63100910531,1249.2402328092892,2,38.39288835551517,38.39288835551517,38.39288835551517,,1,837.349609375,835.7826171875,838.9166015625,2.77007700461898,2,874.9872639973958,874.8537027994792,875.1208251953125,0.23610507187565716,2,1057.5833740234375,1050.7809977213542,1064.3857503255208,12.025016028464597,2,917.8513997395834,916.8211263020834,918.8816731770834,1.8212833353315616,2,1.3700000047683716,1.362000012397766,1.3779999971389771,0.014142122136739427,2,1.4500000476837158,1.4420000553131103,1.4580000400543214,0.014142122136739427,2,2
25-C4-B11-Ene,2025,4,Batea 11,2025-01-24 03:22:00,2025-01-23 11:27:00.000,2025-01-23 23:00:00.000,14971.397799467717,100.61583137512207,0.547636217948718,0.49142059058260174,0.52132354040429,9.054647435897435,89.7348594699081,76.31942486066903,9.074036923179943,1.788258990634242,100.61583137512207,28.497443485510924,39.34,37.7,0.0,22.95,0.0,16512.954017144904,15806.277025184494,17219.63100910531,1249.2402328092892,2,38.39288835551517,38.39288835551517,38.39288835551517,,1,837.349609375,835.7826171875,838.9166015625,2.77007700461898,2,874.9872639973958,874.8537027994792,875.1208251953125,0.23610507187565716,2,1057.5833740234375,1050.7809977213542,1064.3857503255208,12.025016028464597,2,917.8513997395834,916.8211263020834,918.8816731770834,1.8212833353315616,2,1.3700000047683716,1.362000012397766,1.3779999971389771,0.014142122136739427,2,1.4500000476837158,1.4420000553131103,1.4580000400543214,0.014142122136739427,2,2,17252.889173003285,16159.615521164698,18040.64738139764,1122.3792218903125,4,37.63921302465346,37.036272759964085,38.24215328934282,1.065857874530666,2,832.8989461263021,825.6938720703125,838.13310546875,7.783351382198724,4,875.4547729492188,874.9204833984375,876.1474121093751,0.7219301025506353,4,1059.3558756510417,1032.2468505859374,1087.8829020182293,30.347965344109042,4,938.9874471028646,917.3362630208334,960.7406331380208,24.46090634265947,4,1.375,1.353000020980835,1.4009999752044677,0.026457487878795177,4,1.4525000154972076,1.3980000138282775,1.5089999914169312,0.06184657198402628,4,4
25-C4-B12-Ene,2025,4,Batea 12,2025-01-24 13:18:00,2025-01-23 23:00:00.000,2025-01-24 09:27:00.000,15094.836024785052,100.35110855102539,0.5210547343188174,0.4446213942307692,0.503746874868564,9.776508190171793,85.33103433212814,76.99724451399787,8.7238225707041,1.611028387530621,100.35110855102539,28.45927626714654,51.56,34.38,0.0,14.06,0.0,17252.889173003285,16159.615521164698,18040.64738139764,1122.3792218903125,4,37.63921302465346,37.036272759964085,38.24215328934282,1.065857874530666,2,832.8989461263021,825.6938720703125,838.13310546875,7.783351382198724,4,875.4547729492188,874.9204833984375,876.1474121093751,0.7219301025506353,4,1059.3558756510417,1032.2468505859374,1087.8829020182293,30.347965344109042,4,938.9874471028646,917.3362630208334,960.7406331380208,24.46090634265947,4,1.375,1.353000020980835,1.4009999752044677,0.026457487878795177,4,1.4525000154972076,1.3980000138282775,1.5089999914169312,0.06184657198402628,4,4,17992.824328861665,17897.17822378971,18088.47043393362,169.08002372615044,2,36.88553769379174,36.88553769379174,36.88553769379174,,1,828.4482828776042,822.9394612630208,833.9571044921876,9.738312800047279,2,875.9222819010417,875.4720214843751,876.3725423177084,0.7959554848121742,2,1061.128377278646,1032.2516520182292,1090.0051025390626,51.047320625253796,2,960.1234944661459,958.8892171223958,961.3577718098959,2.1819146990763607,2,1.3799999952316284,1.356000018119812,1.4039999723434449,0.04242636641021828,2,1.4549999833106995,1.3949999928474426,1.5149999737739563,0.10606600031924272,2,2
25-C4-B13-Ene,2025,4,Batea 13,2025-01-25 00:50:00,2025-01-24 09:27:00.000,2025-01-24 19:40:00.000,15230.184570383033,103.7676,0.5862124248496994,0.5092373899119296,0.52046447903303,10.697394789579157,86.869088460978,73.42191131717034,9.841189487850421,2.081878806846907,103.7676,28.70507312869295,43.75,43.75,0.0,12.5,0.0,17992.824328861665,17897.17822378971,18088.47043393362,169.08002372615044,2,36.88553769379174,36.88553769379174,36.88553769379174,,1,828.4482828776042,822.9394612630208,833.9571044921876,9.738312800047279,2,875.9222819010417,875.4720214843751,876.3725423177084,0.7959554848121742,2,1061.128377278646,1032.2516520182292,1090.0051025390626,51.047320625253796,2,960.1234944661459,958.8892171223958,961.3577718098959,2.1819146990763607,2,1.3799999952316284,1.356000018119812,1.4039999723434449,0.04242636641021828,2,1.4549999833106995,1.3949999928474426,1.5149999737739563,0.10606600031924272,2,2,16766.543117684556,15213.313489263448,18040.64738139764,1568.4218537749616,4,38.12824788453666,37.13407973194072,39.1224160371326,1.7574576058507256,2,812.3294695893113,783.9980739505576,832.0906690536607,30.20586777767077,4,858.5153298394863,836.4279535618456,876.1474121093751,22.259612911866675,4,946.2497762044272,722.253759765625,1089.1322672526042,237.71218043845857,4,758.0732014973959,480.4994873046875,960.7406331380208,279.642261782161,4,1.375,1.350000023841858,1.4039999723434449,0.029999971389770508,4,1.4375,1.3799999952316284,1.5089999914169312,0.07228415575686715,4,4
25-C4-B14-Ene,2025,4,Batea 14,2025-01-25 10:13:00,2025-01-24 19:40:00.000,2025-01-25 05:59:00.000,15412.203603897871,103.94,0.5594951923076923,0.4931110223642173,0.515974494044807,10.327804487179487,88.13498831515119,61.82765863561834,9.329048519040144,1.8955849529097937,103.94,28.355288763222262,40.68,44.07,0.0,15.25,0.0,16766.543117684556,15213.313489263448,18040.64738139764,1568.4218537749616,4,38.12824788453666,37.13407973194072,39.1224160371326,1.7574576058507256,2,812.3294695893113,783.9980739505576,832.0906690536607,30.20586777767077,4,858.5153298394863,836.4279535618456,876.1474121093751,22.259612911866675,4,946.2497762044272,722.253759765625,1089.1322672526042,237.71218043845857,4,758.0732014973959,480.4994873046875,960.7406331380208,279.642261782161,4,1.375,1.350000023841858,1.4039999723434449,0.029999971389770508,4,1.4375,1.3799999952316284,1.5089999914169312,0.07228415575686715,4,4,15540.261906507443,14886.365072019453,16194.158740995435,1155.93721465719,2,39.370958075281585,39.370958075281585,39.370958075281585,,1,796.2106563010182,773.5614423376265,818.8598702644099,40.03853195514817,2,841.1083777779309,831.7475293457603,850.4692262101015,16.54779851011829,2,831.3711751302084,640.2673990885417,1022.4749511718751,337.8269398735445,2,556.0229085286458,404.97606608072914,707.0697509765624,267.0156164293448,2,1.3700000047683716,1.3540000200271607,1.3859999895095825,0.028284244273478854,2,1.4200000166893005,1.3879999995231629,1.4520000338554382,0.05656857284065473,2,2
25-C4-B15-Ene,2025,4,Batea 15,2025-01-25 23:20:00,2025-01-25 05:59:00.000,2025-01-25 16:18:00.000,15013.122342938119,111.02,0.5822115384615385,0.4902404809619239,0.499808265665888,10.790665064102562,84.20315445093325,62.12690450327154,9.460006359185318,2.220122815304676,111.02,28.539615791989355,46.88,34.37,0.0,18.75,0.0,15540.261906507443,14886.365072019453,16194.158740995435,1155.93721465719,2,39.370958075281585,39.370958075281585,39.370958075281585,,1,796.2106563010182,773.5614423376265,818.8598702644099,40.03853195514817,2,841.1083777779309,831.7475293457603,850.4692262101015,16.54779851011829,2,831.3711751302084,640.2673990885417,1022.4749511718751,337.8269398735445,2,556.0229085286458,404.97606608072914,707.0697509765624,267.0156164293448,2,1.3700000047683716,1.3540000200271607,1.3859999895095825,0.028284244273478854,2,1.4200000166893005,1.3879999995231629,1.4520000338554382,0.05656857284065473,2,2,15540.261906507443,14886.365072019453,16194.158740995435,1155.93721465719,2,39.370958075281585,39.370958075281585,39.370958075281585,,1,796.2106563010182,773.5614423376265,818.8598702644099,40.03853195514817,2,841.1083777779309,831.7475293457603,850.4692262101015,16.54779851011829,2,831.3711751302084,640.2673990885417,1022.4749511718751,337.8269398735445,2,556.0229085286458,404.97606608072914,707.0697509765624,267.0156164293448,2,1.3700000047683716,1.3540000200271607,1.3859999895095825,0.028284244273478854,2,1.4200000166893005,1.3879999995231629,1.4520000338554382,0.05656857284065473,2,2
