dia,turno,tms_x_turno,dosificacion_acido_x_dia_kg_tms,flujo_sx_hg,flujo_sx_lg,flujo_lix_hg,flujo_lix_lg,ph_pls_hg,ph_pls_lg
2025-04-09,A,16988.20631451793,,871.294921875,855.7456868489584,1167.0699055989583,898.587646484375,1.350000023841858,1.440000057220459
2025-04-09,B,19164.29670438063,21.71135978025329,869.7715657552084,772.7237955729166,1096.1866861979167,881.755615234375,1.3799999952316284,1.5099999904632568
2025-04-10,A,18907.3176671973,,871.278076171875,780.267578125,1162.5492350260417,983.093994140625,1.2999999523162842,1.5199999809265137
2025-04-10,B,19271.17137897835,24.13060398712358,869.2722981770834,853.8648274739584,1177.176025390625,1002.783203125,1.3899999856948853,1.4700000286102295
2025-04-11,A,18562.481800197485,,869.4366048177084,857.0916341145834,1124.106201171875,954.6903483072916,1.399999976158142,1.4800000190734863
2025-04-11,B,12363.07916204238,31.7009609363928,892.9747893820137,893.2349282150574,1012.26123046875,745.820068359375,1.399999976158142,1.4800000190734863
2025-04-12,A,1e-06,,0.0,0.0,25.277175903320312,8.333333333333333e-08,1.399999976158142,1.4800000190734863
2025-04-12,B,4537.62832991671,61.49247572765159,790.4423061649754,806.9570186186286,944.3253580729166,760.804443359375,1.399999976158142,1.4900000095367432
2025-04-13,A,18632.41202371502,,844.1644694010416,856.5948079427084,1072.61083984375,966.2027994791666,1.4199999570846558,1.5
2025-04-13,B,14055.067566072417,28.258220321415934,842.6909993489584,857.6498209635416,1057.61865234375,897.6844075520834,1.4600000381469727,1.4800000190734863
2025-04-14,A,17762.67936230205,,842.339111328125,839.0849609375,1088.515380859375,866.95361328125,1.409999966621399,1.440000057220459
2025-04-14,B,17287.621006463138,26.784649207645973,833.3460286458334,845.1824544270834,1091.0040690104167,850.5619303385416,1.399999976158142,1.4500000476837158
2025-04-15,A,14851.035304298663,,828.625244140625,814.2542317708334,1132.1787923177083,798.0702311197916,1.4199999570846558,1.4800000190734863
2025-04-15,B,18360.22769929301,27.974545861129233,835.197265625,746.0790201822916,1138.2890625,895.4739583333334,1.4299999475479126,1.5
2025-04-16,A,16698.083895216456,,858.5951334635416,798.4197287096781,1209.8186848958333,713.3902180989584,1.4199999570846558,1.5099999904632568
2025-04-16,B,19325.60421163658,29.15748095765305,836.857421875,756.342937096897,1116.0365397135417,726.7080078125,1.399999976158142,1.5
2025-04-17,A,11933.05932029596,,877.243896484375,820.5200733460955,1192.259765625,398.7748209635417,1.3600000143051147,1.4900000095367432
2025-04-17,B,17692.725770415575,34.560771870346706,876.2682291666666,853.7926432291666,1152.3174641927083,993.675048828125,1.2999999523162842,1.4299999475479126
2025-04-18,A,15450.62626178837,,878.2803548177084,853.7818196614584,1142.1294759114583,955.039794921875,1.340000033378601,1.4299999475479126
2025-04-18,B,17418.19606070421,34.60878484902574,888.2959798177084,876.0060221354166,1146.024658203125,946.4666341145834,1.3899999856948853,1.4600000381469727
2025-04-19,A,17099.131610417837,,880.5711263020834,887.1953125,1122.8634440104167,939.5328776041666,1.3899999856948853,1.4199999570846558
2025-04-19,B,17422.110105786203,34.92429414652502,868.2337239583334,883.3550618489584,1116.0787760416667,983.348876953125,1.409999966621399,1.4600000381469727
2025-04-20,A,17507.460758316247,,868.9710241572925,883.6888586170119,1090.724365234375,972.5541178385416,1.409999966621399,1.4600000381469727
2025-04-20,B,17582.403243896646,35.38286725539038,839.1316731770834,883.4815266927084,1158.3177083333333,959.71435546875,1.4500000476837158,1.4600000381469727
2025-04-21,A,15848.702028621094,,818.3582356770834,883.6687825520834,1077.2257486979167,910.1748046875,1.440000057220459,1.4500000476837158
2025-04-21,B,18673.58207008129,34.888769136955,818.5930989583334,883.4910481770834,979.789794921875,977.38818359375,1.4600000381469727,1.4600000381469727
2025-04-22,A,15230.284380096893,,814.8668593891795,795.4559548673664,1021.2964680989584,782.3743489583334,1.4600000381469727,1.4800000190734863
2025-04-22,B,17343.19212798279,36.290876096899915,837.266845703125,835.724365234375,1093.9110514322917,983.6100260416666,1.4600000381469727,1.5199999809265137
2025-04-23,A,9187.210493819332,,807.223876953125,858.7890625,1083.93603515625,974.980224609375,1.409999966621399,1.5199999809265137
2025-04-23,B,17016.22148839533,38.425119300532984,811.435302734375,877.506591796875,1108.1650390625,953.9124348958334,1.399999976158142,1.5199999809265137
2025-04-24,A,19146.482086911463,,870.3743489583334,894.580322265625,1236.2019856770833,967.1170247395834,1.3899999856948853,1.5199999809265137
2025-04-24,B,19105.008784260153,34.97589164578939,886.5477701822916,894.59521484375,1150.4034830729167,960.1363932291666,1.399999976158142,1.4800000190734863
2025-04-25,A,16453.771528269812,,888.6767578125,892.487548828125,1179.1650390625,932.233154296875,1.4199999570846558,1.4800000190734863
2025-04-25,B,19610.499880246178,38.184606154966446,861.618896484375,895.3104654947916,1197.2019856770833,936.8291829427084,1.409999966621399,1.4500000476837158
2025-04-26,A,17998.562664663343,,846.9098307291666,891.6905110677084,1118.7125651041667,930.677734375,1.4600000381469727,1.4500000476837158
2025-04-26,B,17904.713101974732,37.78596718633158,844.6043662354343,890.4836978247773,1005.8394368489584,968.8416341145834,1.4500000476837158,1.4600000381469727
2025-04-27,A,16866.234013310186,,844.8319498697916,886.3321126302084,1132.076904296875,997.0376790364584,1.4199999570846558,1.440000057220459
2025-04-27,B,16709.616779696204,39.42357285777887,842.8540852864584,887.2228190104166,958.4052734375,1056.7848307291667,1.340000033378601,1.409999966621399
2025-04-28,A,16772.81122291138,,843.2671712239584,873.7945963541666,1139.2394205729167,985.8103841145834,1.3200000524520874,1.409999966621399
2025-04-28,B,18553.912729988217,38.413411948679055,841.3866373697916,846.125,1202.9210611979167,1049.3229166666667,1.2899999618530273,1.3600000143051147
2025-04-29,A,17943.04276305259,,842.2406412760416,841.2723795572916,1084.2830403645833,991.18701171875,1.2999999523162842,1.3600000143051147
2025-04-29,B,18230.215536668184,31.444222983053205,845.161376953125,845.1400553385416,1114.635009765625,1003.060302734375,1.3200000524520874,1.399999976158142
2025-04-30,A,18591.73283152494,,854.3331705729166,847.3024088541666,1109.820556640625,1003.6483561197916,1.3300000429153442,1.399999976158142
2025-04-30,B,18426.663552534046,26.184548621274377,852.0147298177084,846.1871744791666,1083.8937174479167,966.7049153645834,1.3300000429153442,1.4299999475479126
2025-05-01,A,19148.352636757718,,854.372014987354,849.7163554655449,360.3336181640625,182.40374755859375,1.3600000143051147,1.4800000190734863
2025-05-01,B,18543.035068139096,25.717015451624473,808.3372706510609,803.917799526319,972.6636555989584,857.9884440104166,1.340000033378601,1.559999942779541
2025-05-02,A,9321.114517604652,,847.4852701822916,831.8057454427084,1281.8614908854167,888.4823404947916,1.75,1.5
2025-05-02,B,17254.716937148958,36.93468637740126,845.5694173177084,817.1338704427084,988.1488444010416,873.0882975260416,1.4800000190734863,1.4700000286102295
2025-05-03,A,17645.68980501033,,838.7826334635416,816.3697102864584,1253.1727701822917,833.2056477864584,1.4600000381469727,1.3899999856948853
2025-05-03,B,13520.453508169907,31.11710006126646,832.2354329427084,816.6849772135416,1136.890625,888.3668619791666,1.5,1.3600000143051147
2025-05-04,A,18229.341810410286,,810.525634765625,829.676513671875,1219.1865234375,829.7652994791666,1.4500000476837158,1.2899999618530273
2025-05-04,B,18847.46515628052,23.320239004852237,802.1593424479166,815.2063802083334,1214.359130859375,958.101318359375,1.559999942779541,1.559999942779541
2025-05-05,A,15321.282167578125,,820.2928059895834,811.4686686197916,1168.658935546875,989.9939778645834,1.4199999570846558,1.5299999713897705
2025-05-05,B,18235.67691640625,24.259945544009028,836.7202962239584,813.2640787760416,1089.4677734375,1005.6826171875,2.2799999713897705,1.4800000190734863
2025-05-06,A,17625.02984100923,,838.981689453125,808.9922688802084,1262.7665201822917,987.2184244791666,1.4199999570846558,1.5499999523162842
2025-05-06,B,18619.4502984375,21.413743472493568,864.6175130208334,811.3284505208334,1138.8373209635417,968.5738932291666,1.6299999952316284,1.5299999713897705
2025-05-07,A,14169.447580411545,,868.9208170572916,844.1531575520834,1243.29833984375,950.9473470052084,1.7100000381469727,1.5099999904632568
2025-05-07,B,17826.707749804686,19.053851742751867,867.0099283854166,875.7671712239584,1095.5830891927083,946.1559244791666,1.7400000095367432,1.659999966621399
2025-05-08,A,10965.844635828245,,865.3926595052084,876.84765625,1154.546875,948.2836100260416,2.0399999618530273,1.7899999618530273
2025-05-08,B,19353.46870091672,15.428779497887575,859.2467447916666,878.6847330729166,1074.0323079427083,944.924072265625,2.130000114440918,1.6799999475479126
2025-05-09,A,17540.365236759328,,860.2964680989584,889.668701171875,1184.341552734375,887.9811197916666,1.4299999475479126,1.659999966621399
2025-05-09,B,18444.64540798438,26.33346449039932,789.6988118489584,892.6060384114584,1150.0445963541667,928.7762858072916,1.8899999856948853,1.6299999952316284
2025-05-10,A,16343.46367606662,,780.427734375,889.338134765625,1070.8846028645833,992.9249674479166,1.600000023841858,1.5299999713897705
2025-05-10,B,19155.509522732682,34.51085734619043,780.6930366976578,887.3922041650968,1117.3260904947917,983.4663899739584,1.409999966621399,1.7000000476837158
2025-05-11,A,18840.75546344342,,782.579470829128,883.2147693087452,1260.4112141927083,966.8844401041666,1.2999999523162842,1.4299999475479126
2025-05-11,B,17587.87463583515,33.959278639591204,849.9153645833334,804.3529459635416,1271.5557454427083,976.0550130208334,1.3600000143051147,1.649999976158142
2025-05-12,A,17810.81203034539,,866.3415431334573,789.1185771424795,1161.7571614583333,926.959716796875,1.350000023841858,1.6299999952316284
2025-05-12,B,17929.979049914513,37.04114990144121,869.9686686197916,872.44580078125,1176.6700846354167,930.7277018229166,1.4199999570846558,1.399999976158142
2025-05-13,A,10004.224685074312,,894.0638020833334,874.5498860677084,1118.2610677083333,878.2320963541666,1.409999966621399,1.4199999570846558
2025-05-13,B,18137.13685781318,40.505502843663784,872.9063313802084,874.2683919270834,1131.020263671875,915.5848795572916,1.2599999904632568,1.4600000381469727
2025-05-14,A,19499.678994140624,,871.9095052083334,873.6216634114584,1152.7285970052083,939.189697265625,1.3600000143051147,1.3200000524520874
2025-05-14,B,19504.09462390309,33.221913671464684,870.07080078125,871.2102864583334,1158.7296549479167,884.0933430989584,1.4700000286102295,1.3899999856948853
2025-05-15,A,17671.632873046874,,868.9354654947916,870.3583984375,1074.7621256510417,944.5029296875,1.5,1.350000023841858
2025-05-15,B,18426.695530341425,37.30726766488146,836.5546061197916,870.5509440104166,1059.6051432291667,1002.1396484375,1.5199999809265137,1.399999976158142
2025-05-16,A,15917.229348986028,,835.168212890625,869.5482584635416,965.0447591145834,1005.8518880208334,1.5099999904632568,1.399999976158142
2025-05-16,B,19013.537863867186,35.586106438068846,833.4501139322916,851.967041015625,899.9850260416666,922.306640625,1.5099999904632568,1.399999976158142
2025-05-17,A,16645.60042315967,,834.5887044270834,842.1060384114584,1124.2256673177083,899.055419921875,1.4299999475479126,1.409999966621399
2025-05-17,B,18755.071376995344,30.516087550498675,832.6687825520834,842.690673828125,1150.5808919270833,925.3528645833334,1.2799999713897705,1.5
2025-05-18,A,18914.363228431404,,833.6692708333334,843.6810709635416,1176.1597493489583,910.1752115885416,1.3300000429153442,1.409999966621399
2025-05-18,B,18689.18439541099,29.170120090066035,832.1482747395834,844.4769694010416,1172.3008626302083,905.44580078125,1.4299999475479126,1.2899999618530273
2025-05-19,A,14598.187413867188,,841.0126953125,844.369873046875,1070.5951334635417,915.3644205729166,1.4500000476837158,1.2599999904632568
2025-05-19,B,18618.44176840985,31.77625261756449,855.8528645833334,843.7049967447916,1121.4628092447917,913.8553059895834,1.3700000047683716,1.25
2025-05-20,A,462.65472719707185,,856.9856770833334,844.8714192708334,913.6504720052084,915.2960611979166,1.6699999570846558,1.3899999856948853
2025-05-20,B,19227.693405694088,35.03747091437032,854.9998372395834,847.4449055989584,1075.781982421875,851.9990234375,1.5399999618530273,1.4600000381469727
2025-05-21,A,16609.253428125,,855.8174641927084,846.052001953125,1071.4119466145833,859.4949544270834,1.409999966621399,1.4199999570846558
2025-05-21,B,18893.393310381427,31.78382750760152,854.7740885416666,844.5242513020834,1084.2977701822917,876.6727701822916,1.5,1.4299999475479126
2025-05-22,A,16675.783064486965,,819.9496256510416,841.5567220052084,1143.484130859375,900.23486328125,1.4500000476837158,1.340000033378601
2025-05-22,B,12135.918074414061,36.29198146373593,812.8330078125,839.388916015625,865.3780110677084,941.2572428385416,1.2300000190734863,1.440000057220459
2025-05-23,A,18273.67442578125,,813.5379231770834,843.45068359375,1115.4775390625,926.2598470052084,1.3300000429153442,1.3899999856948853
2025-05-23,B,17793.251241767575,29.740821546237985,812.0308430989584,844.2679850260416,1157.9114583333333,885.73779296875,1.4299999475479126,1.4600000381469727
2025-05-24,A,15186.735175,,812.6636555989584,841.6652018229166,1170.9567057291667,894.848876953125,1.3200000524520874,1.4800000190734863
2025-05-24,B,18952.362783984376,27.54612910774097,833.0662434895834,839.8115234375,1126.3374837239583,893.1975911458334,1.3700000047683716,1.2999999523162842
2025-05-25,A,14986.059774609374,,846.4098307291666,840.318359375,1183.5882161458333,926.9720052083334,1.4299999475479126,1.399999976158142
2025-05-25,B,14802.118883928973,29.816190180040405,845.478271484375,841.0540364583334,1127.227783203125,919.8826497395834,1.409999966621399,1.350000023841858
2025-05-26,A,15037.18929537689,,846.6033528645834,841.9178873697916,1142.7959798177083,921.5225423177084,1.409999966621399,1.350000023841858
2025-05-26,B,11259.669563154683,29.481467888263648,845.3106282552084,843.3695475260416,1106.6156412760417,917.2530110677084,1.409999966621399,1.309999942779541
2025-05-27,A,1e-06,,618.8603108723959,612.4537353515625,667.0127766927084,547.3527425130209,1.409999966621399,1.309999942779541
2025-05-27,B,1e-06,0.0,604.2992693578851,607.8519091684743,287.55126953125,237.92730712890625,1.409999966621399,1.309999942779541
2025-05-28,A,0.0,,0.0,0.0,0.0,0.0,,
2025-05-28,B,0.0,0.0,0.0,0.0,0.0,0.0,,
2025-05-29,A,0.0,,0.0,0.0,0.0,0.0,,
2025-05-29,B,0.0,0.0,0.0,0.0,0.0,0.0,,
2025-05-30,A,0.0,,0.0,0.0,0.0,0.0,,
2025-05-30,B,0.0,0.0,0.0,0.0,0.0,0.0,,
2025-05-31,A,0.0,,0.0,0.0,0.0,0.0,,
2025-05-31,B,0.0,0.0,0.0,0.0,0.0,0.0,,
2025-06-01,A,12108.177356548067,,512.6656137456434,519.4405335967291,217.63981119791666,102.984375,1.440000057220459,1.3600000143051147
2025-06-01,B,18149.44631821421,34.64449195573637,818.7782962206145,809.628493490567,879.6825358072916,653.7650146484375,1.4199999570846558,1.4500000476837158
2025-06-02,A,13445.47920859375,,831.3373095465192,822.0283961342119,1012.1595052083334,883.204345703125,1.4900000095367432,1.3700000047683716
2025-06-02,B,16274.10214921875,36.79728818631293,868.422119140625,872.6302897135416,1120.2074381510417,952.9969889322916,1.440000057220459,1.4199999570846558
2025-06-03,A,16777.595612890625,,873.8409830729166,893.91650390625,913.1107584635416,880.8763020833334,1.4299999475479126,1.4299999475479126
2025-06-03,B,18226.4393390625,34.787703808187835,820.6632486979166,896.765625,1111.08935546875,830.2960611979166,1.4299999475479126,1.4299999475479126
2025-06-04,A,9691.73506376953,,816.090576171875,893.56298828125,1078.802490234375,892.1372884114584,1.3899999856948853,1.340000033378601
2025-06-04,B,12907.010959570312,37.39942026549188,843.2054850260416,899.034423828125,980.1498209635416,903.1327311197916,1.3200000524520874,1.3799999952316284
2025-06-05,A,14791.098593749999,,847.67529296875,895.773193359375,1064.4606119791667,885.7937825520834,1.3200000524520874,1.3899999856948853
2025-06-05,B,18274.348609179688,28.72636181723381,870.4436848958334,900.2861328125,1113.4710286458333,885.3347981770834,1.3799999952316284,1.440000057220459
2025-06-06,A,17282.127721289064,,887.0199381510416,898.2896321614584,1079.411376953125,829.680908203125,1.4600000381469727,1.4600000381469727
2025-06-06,B,17271.138184179687,34.105603887749574,873.8836263020834,906.39013671875,1225.7635091145833,1105.8473307291667,1.4700000286102295,1.4199999570846558
2025-06-07,A,13215.024839355468,,810.8079191513103,829.0159793397813,780.3990885416666,654.7920735677084,1.4199999570846558,1.3899999856948853
2025-06-07,B,15592.412133984375,38.21513177374376,861.2609049479166,858.547607421875,1184.630615234375,937.1608072916666,1.409999966621399,1.4199999570846558
2025-06-08,A,17103.38914765625,,864.3841959635416,873.3600260416666,1128.2517903645833,927.5083821614584,1.399999976158142,1.440000057220459
2025-06-08,B,18782.783243554688,34.40238726330047,863.5005696614584,889.3871256510416,1106.1554361979167,921.4108072916666,1.399999976158142,1.440000057220459
2025-06-09,A,12352.627894830623,,864.5226236979166,885.3063151041666,1006.7284342447916,950.09521484375,1.399999976158142,1.409999966621399
2025-06-09,B,18383.6434948252,37.93628658524988,839.131103515625,890.8880208333334,875.9396158854166,869.7613932291666,1.3700000047683716,1.3700000047683716
2025-06-10,A,16985.876327822905,,835.5345052083334,889.2408854166666,1156.56591796875,876.1048990885416,1.3200000524520874,1.3600000143051147
2025-06-10,B,18244.328699848396,31.439215273656117,834.4868977864584,889.7945963541666,1214.3938802083333,903.2283528645834,1.3200000524520874,1.3600000143051147
2025-06-11,A,16055.711076111493,,852.1765950520834,886.8993326822916,1233.79150390625,917.351318359375,1.340000033378601,1.3899999856948853
2025-06-11,B,19273.051388981345,31.727689332665523,861.8335774739584,887.9480794270834,1181.1588541666667,878.2323404947916,1.399999976158142,1.409999966621399
2025-06-12,A,8864.524735980809,,867.7875162760416,820.710205078125,1167.5673828125,829.9226888020834,1.399999976158142,1.3899999856948853
2025-06-12,B,15268.856650354975,39.20461807045822,868.0947265625,801.372802734375,933.238525390625,828.9413248697916,1.409999966621399,1.399999976158142
2025-06-13,A,18175.111296465864,,867.7381998697916,811.4215494791666,1192.29541015625,898.3059895833334,1.4299999475479126,1.4199999570846558
2025-06-13,B,17441.000967792603,35.88067081882012,867.0939127604166,870.7037760416666,1154.3309733072917,959.085693359375,1.4299999475479126,1.4299999475479126
2025-06-14,A,18170.807127192784,,861.043212890625,871.61572265625,1021.2068684895834,930.9517415364584,1.399999976158142,1.399999976158142
2025-06-14,B,15406.95982694023,38.24405600748077,834.8990071614584,870.0343424479166,1006.610107421875,930.0096028645834,1.3700000047683716,1.399999976158142
2025-06-15,A,14091.5620657955,,827.7099609375,868.1752115885416,1118.79638671875,901.7413736979166,1.3600000143051147,1.409999966621399
2025-06-15,B,19374.97141765704,35.131215504627406,826.0066731770834,862.8584798177084,1142.3445638020833,987.5884602864584,1.3600000143051147,1.399999976158142
2025-06-16,A,19389.469835944554,,868.4437662760416,875.4674479166666,1250.4414876302083,983.4832356770834,1.3700000047683716,1.4199999570846558
2025-06-16,B,19140.122400604396,34.789104223337574,875.2029622395834,878.4193522135416,1156.1461588541667,912.379638671875,1.3600000143051147,1.4500000476837158
2025-06-17,A,14189.940685281794,,875.4498697916666,877.0735677083334,1138.0784505208333,940.5831705729166,1.3799999952316284,1.4600000381469727
2025-06-17,B,19448.804042228832,37.44343049073136,874.2875162760416,875.6443684895834,1186.8779296875,949.4515787760416,1.409999966621399,1.399999976158142
2025-06-18,A,18781.579588010187,,874.2215169270834,881.6886393229166,1182.663818359375,932.29638671875,1.4199999570846558,1.3899999856948853
2025-06-18,B,17680.14529654753,39.07714197589814,873.3468424479166,886.7325846354166,1198.6328125,907.7701009114584,1.3799999952316284,1.3899999856948853
2025-06-19,A,1167.3531244403819,,855.966796875,886.8409830729166,894.3092447916666,924.4681803385416,1.3799999952316284,1.3799999952316284
2025-06-19,B,16886.43467142833,43.17653496394672,845.1231282552084,892.0537109375,1054.2455240885417,924.390380859375,1.399999976158142,1.3899999856948853
2025-06-20,A,18142.363429355188,,845.35986328125,886.7084147135416,1032.947265625,913.26318359375,1.399999976158142,1.3899999856948853
2025-06-20,B,18940.570003083736,38.0404102218626,828.9656575520834,881.2188313802084,1026.39013671875,954.3766276041666,1.399999976158142,1.3899999856948853
2025-06-21,A,14961.71543966713,,798.4153645833334,859.0244954427084,850.5010579427084,967.3482259114584,1.3899999856948853,1.3799999952316284
2025-06-21,B,18402.76585741477,39.824985983409036,797.2267252604166,850.5699055989584,998.6566569010416,974.3404947916666,1.3799999952316284,1.3700000047683716
2025-06-22,A,16475.27406236255,,830.0294596354166,848.7832845052084,1155.10302734375,1000.2466634114584,1.3799999952316284,1.3700000047683716
2025-06-22,B,18504.73745945208,34.71353916629607,845.895751953125,851.1935221354166,1108.586669921875,974.4571126302084,1.3200000524520874,1.3200000524520874
2025-06-23,A,18510.28780401965,,847.220703125,851.3902180989584,1139.076416015625,940.6676432291666,1.309999942779541,1.350000023841858
2025-06-23,B,19112.940465977066,33.44130894273496,865.7896321614584,867.5242513020834,1270.5764973958333,912.893798828125,1.3300000429153442,1.3300000429153442
2025-06-24,A,17165.682814658776,,868.694580078125,865.5304361979166,1176.9453938802083,910.43603515625,1.309999942779541,1.34899997711182
2025-06-24,B,19592.17612230505,35.537706432797435,868.1270345052084,868.076171875,1122.9493815104167,930.2378743489584,1.3600000143051147,1.440000057220459
2025-06-25,A,15476.791464392534,,868.7218424479166,872.1279296875,1107.31005859375,881.7574055989584,1.3600000143051147,1.440000057220459
2025-06-25,B,18704.98657744453,37.646959102740695,867.7445475260416,873.5646158854166,1118.33154296875,903.983642578125,1.409999966621399,1.409999966621399
2025-06-26,A,7965.077310498046,,839.50341796875,876.2058919270834,1045.81982421875,869.3103841145834,1.409999966621399,1.409999966621399
2025-06-26,B,16752.528871111805,39.49249748651926,830.9379069010416,873.6451009114584,882.837158203125,919.4530436197916,1.409999966621399,1.4299999475479126
2025-06-27,A,16033.306592358367,,830.83544921875,881.3841959635416,1050.892333984375,883.329345703125,1.399999976158142,1.409999966621399
2025-06-27,B,16593.60391015625,35.29019396155388,830.3214518229166,886.9644368489584,920.5804850260416,951.3165690104166,1.4199999570846558,1.4199999570846558
2025-06-28,A,10437.151568884332,,830.6883138020834,887.629638671875,1147.40478515625,960.985107421875,1.3899999856948853,1.3899999856948853
2025-06-28,B,18037.622624112206,33.669450493335354,861.0096842447916,890.9539388020834,1145.2884114583333,963.9278157552084,1.4299999475479126,1.4500000476837158
2025-06-29,A,14476.131234787572,,866.2855631510416,891.3014322916666,1103.2237955729167,903.38623046875,1.3700000047683716,1.440000057220459
2025-06-29,B,18960.44577400343,36.25909433496276,866.0264485677084,888.9811197916666,1137.2032877604167,874.2742513020834,1.3899999856948853,1.5299999713897705
2025-06-30,A,17986.05157472522,,866.614990234375,884.5400390625,1153.0640462239583,908.0108235677084,1.2999999523162842,1.3600000143051147
2025-06-30,B,15829.53197841231,34.9628743842956,865.8846028645834,841.7198893229166,1142.8055826822917,888.4512532552084,1.3300000429153442,1.350000023841858
2025-07-01,A,15769.568371743906,,866.98193359375,806.864990234375,1194.21240234375,900.0694986979166,1.3300000429153442,1.340000033378601
2025-07-01,B,13312.259572728297,34.578981827417955,865.6846516927084,827.4683430989584,1040.004150390625,911.1692708333334,1.399999976158142,1.350000023841858
2025-07-02,A,16664.330289509177,,854.7630208333334,854.4158528645834,1100.9392903645833,889.7440592447916,1.3700000047683716,1.3200000524520874
2025-07-02,B,19005.701453290258,31.996607354586775,818.790771484375,854.3218587239584,1034.0105794270833,838.2314453125,1.399999976158142,1.3300000429153442
2025-07-03,A,9490.444779593223,,807.20556640625,848.8349609375,1065.854736328125,883.555908203125,1.3700000047683716,1.3200000524520874
2025-07-03,B,17736.16946656317,34.800875034756146,794.266357421875,851.0135091145834,840.567138671875,884.1366373697916,1.3899999856948853,1.3300000429153442
2025-07-04,A,11575.556281502015,,812.1040852864584,847.1874186197916,1134.23193359375,954.0616861979166,1.3799999952316284,1.350000023841858
2025-07-04,B,16679.630765890834,32.99712716239224,845.9646809895834,849.08935546875,1094.40771484375,867.0765787760416,1.440000057220459,1.3899999856948853
2025-07-05,A,19219.055471989614,,849.9341634114584,853.9560546875,1147.5320638020833,853.6773274739584,1.3200000524520874,1.4500000476837158
2025-07-05,B,18214.79763012935,32.61432897835707,875.4990234375,880.7771809895834,1130.9739583333333,849.69091796875,1.340000033378601,1.4199999570846558
2025-07-06,A,19475.352337851735,,863.1953759737485,854.076260415349,850.602294921875,543.9069417317709,1.350000023841858,1.409999966621399
2025-07-06,B,19670.204316752657,30.74780646549894,880.2508951822916,873.7099609375,1190.8527018229167,842.8567708333334,1.4199999570846558,1.4199999570846558
2025-07-07,A,15057.421572623574,,881.3212890625,876.6934407552084,1195.591796875,907.140869140625,1.440000057220459,1.409999966621399
2025-07-07,B,19759.39464081016,34.84207150256148,880.1845703125,830.5757649739584,1119.5847981770833,893.9068196614584,1.5099999904632568,1.4600000381469727
2025-07-08,A,19571.93471453059,,881.188232421875,848.8353678385416,1191.7303873697917,885.0196940104166,1.4700000286102295,1.4299999475479126
2025-07-08,B,19228.48653122822,30.015138047690648,826.8172200520834,885.5970052083334,1064.6817220052083,902.102294921875,1.4500000476837158,1.409999966621399
2025-07-09,A,13977.90122651357,,835.4383866890804,848.0908636605003,918.6376953125,920.109619140625,1.5,1.4900000095367432
2025-07-09,B,17130.316046327534,32.6961841329298,843.6359049479166,846.33349609375,1075.8683268229167,894.4458821614584,1.440000057220459,1.4199999570846558
2025-07-10,A,19417.881920771044,,817.1774088541666,844.921875,1043.1531575520833,964.811767578125,1.409999966621399,1.409999966621399
2025-07-10,B,19407.162647721034,28.36802925124824,835.337890625,848.8374837239584,1159.5635579427083,975.5242513020834,1.3799999952316284,1.3799999952316284
2025-07-11,A,9447.97845005375,,873.1852213541666,846.9922688802084,1061.3377278645833,886.8434244791666,1.3300000429153442,1.3799999952316284
2025-07-11,B,16584.255508654092,29.890250726627343,872.345458984375,869.4970703125,1054.771728515625,975.4156901041666,1.3200000524520874,1.399999976158142
2025-07-12,A,19503.45250118913,,873.1193033854166,871.19482421875,1174.3253580729167,916.5826822916666,1.3600000143051147,1.350000023841858
2025-07-12,B,19533.91051953125,29.432828221264344,871.9069010416666,873.371826171875,1170.4314778645833,866.87890625,1.399999976158142,1.3700000047683716
2025-07-13,A,15969.949252901895,,873.69287109375,873.644775390625,1155.3232421875,878.19189453125,1.3799999952316284,1.3799999952316284
2025-07-13,B,18847.10247976906,26.798076045148914,872.3277180989584,875.5169270833334,1142.8697916666667,866.85693359375,1.3600000143051147,1.3700000047683716
2025-07-14,A,14979.896556111806,,873.61865234375,875.0299479166666,1165.8846842447917,916.5235188802084,1.3799999952316284,1.3799999952316284
2025-07-14,B,16413.979497804925,27.477970497127455,872.1254069010416,879.1665852864584,1242.7202962239583,971.0367024739584,1.3799999952316284,1.3799999952316284
2025-07-15,A,18964.114686872057,,862.093505859375,879.917236328125,1291.0094401041667,960.436767578125,1.399999976158142,1.399999976158142
2025-07-15,B,15696.294250395857,31.747750062372383,844.8863118489584,872.4825032552084,1055.6128743489583,938.489990234375,1.4700000286102295,1.440000057220459
2025-07-16,A,16668.899916389255,,828.645751953125,845.2684733072916,1058.424560546875,960.69677734375,1.4199999570846558,1.3899999856948853
2025-07-16,B,19244.20719321401,35.55526387909091,794.4965006510416,793.2845865885416,1119.9729817708333,1033.1106770833333,1.399999976158142,1.409999966621399
2025-07-17,A,9181.283551764102,,840.8712565104166,842.877197265625,1259.16259765625,952.5262044270834,1.3899999856948853,1.3300000429153442
2025-07-17,B,18985.91183948913,33.88800293182226,846.6795247395834,847.4078776041666,1103.5802408854167,930.4899088541666,1.4199999570846558,1.3700000047683716
2025-07-18,A,15199.431184910727,,848.0503743489584,844.9873860677084,1106.3775227864583,920.120361328125,1.3899999856948853,1.3200000524520874
2025-07-18,B,19561.979782352744,36.13058172991855,845.9609375,846.6615397135416,1158.2711588541667,962.594970703125,1.3899999856948853,1.3799999952316284
2025-07-19,A,17493.38235325461,,846.7857259114584,862.2720540364584,1192.2928873697917,891.2784830729166,1.3600000143051147,1.350000023841858
