codigo_de_batea,ano,ciclo,n_batea,fecha_rebose,inicio_de_carga,fin_de_carga,tms,horas_de_lixiviacion,cut_pct,cusac_pct,pctc,fet_pct,indice_solubilidad,pctrec_cusac,p80_mm,pcthumedad_inicial,tiempo_de_lixiviacion_h,ratio_de_curado_kg_tn,pctoxi_2,pctoxi_3,pctoxi_3m,pctoxi_4,pctoxi_4m
25-C11-B10-Mar,2025,11,Batea 10,2025-03-16 20:13:00,2025-03-16 04:28:00.000,2025-03-16 14:54:08.000,15119.115693799627,80.2309,0.622670931627349,0.5186417322834647,0.469094626897374,9.869772091163535,83.2930695717553,66.03074712626673,8.980132979849662,2.343911033460606,80.2309,29.136986518750817,39.68,60.32,0.0,0.0,0.0
25-C11-B11-Mar,2025,11,Batea 11,2025-03-18 06:21:00,2025-03-16 14:54:08.000,2025-03-17 02:48:00.000,15752.68331335467,99.444,0.6686258935663223,0.4916699604743083,0.584561480241184,11.271683876092135,73.53438824390048,56.45545602171106,8.820541877922185,2.1207697691396232,99.444,29.122212393267606,25.33,74.67,0.0,0.0,0.0
25-C11-B12-Mar,2025,11,Batea 12,2025-03-18 13:20:00,2025-03-17 02:48:00.000,2025-03-17 15:49:00.000,15277.138375133147,104.69,0.5439870863599677,0.43590277777777775,0.486707703353481,12.338579499596449,80.13108926805143,74.03449864404008,8.966933595803045,2.1824921556335886,104.69,29.47013274451841,22.73,77.27,0.0,0.0,0.0
25-C11-B13-Mar,2025,11,Batea 13,2025-03-18 17:10:00,2025-03-17 15:49:00.000,2025-03-18 01:29:31.000,15081.697346747076,121.7,0.6320958083832334,0.51618,0.409311326558629,9.981676646706585,81.66167108753316,70.68582817278435,8.81877284479931,1.581197162966089,121.7,29.30772589264038,11.76,88.24,0.0,0.0,0.0
25-C11-B15-Mar,2025,11,Batea 15,2025-03-19 01:05:00,2025-03-18 01:29:31.000,2025-03-18 12:00:41.000,14078.01107455596,125.59,0.5758676351896691,0.4621747967479675,0.441476351411843,10.89463276836158,80.25712307928966,56.50281848008051,8.955042161009912,2.236034204472504,125.59,30.012300265793236,14.0,86.0,0.0,0.0,0.0
25-C12-B01-Mar,2025,12,Batea 01,2025-03-19 09:10:00,2025-03-18 12:00:00.000,2025-03-19 07:30:00.000,14869.870894586073,129.78,0.5848912167606769,0.4783848935315388,0.355916972908913,17.581587429492345,81.79040474927872,85.1200709271397,8.739057552763496,2.0817141144075326,129.78,27.999604746931,15.22,84.78,0.0,0.0,0.0
25-C12-B02-Mar,2025,12,Batea 02,2025-03-19 22:00:00,2025-03-19 07:30:00.000,2025-03-19 18:53:00.000,15993.519396528238,118.065,0.5816064257028112,0.4863114423851732,0.390323434093989,16.713052208835343,83.61521140305769,69.50811283934107,9.010435793011718,2.228148939184256,118.065,29.482123940040847,25.0,75.0,0.0,0.0,0.0
25-C12-B03-Mar,2025,12,Batea 03,2025-03-20 11:21:00,2025-03-19 18:53:00.000,2025-03-20 07:36:00.000,15852.388384340222,128.65,0.637375745526839,0.5361011549183592,0.531472079867268,19.048787276341947,84.11069273984239,64.12361837689274,8.755341727545556,1.8913950715421302,128.65,29.117764787481335,27.27,72.73,0.0,0.0,0.0
25-C12-B04-Mar,2025,12,Batea 04,2025-03-20 23:46:00,2025-03-20 07:36:00.000,2025-03-20 19:10:00.000,15716.08538860876,127.37,0.6097968936678614,0.5033109972408357,0.552513515344574,16.461847869374754,82.5374813265242,69.96908641662114,9.309369726359714,1.8125139720310988,127.37,28.86198498628971,27.14,72.86,0.0,0.0,0.0
25-C12-B05-Mar,2025,12,Batea 05,2025-03-21 10:41:00,2025-03-20 19:10:00.000,2025-03-21 06:09:00.000,16027.018288867328,123.18,0.6277598710717163,0.5127967806841046,0.620932203403947,17.348710717163577,81.68677297079442,72.96233930626957,8.808193857711816,1.4807179238418628,123.18,28.856050974168348,23.44,76.56,0.0,0.0,0.0
25-C12-B06-Mar,2025,12,Batea 06,2025-03-21 21:47:00,2025-03-21 06:09:00.000,2025-03-21 18:20:00.000,15373.7357434593,116.67,0.5514341085271318,0.4420436507936508,0.66475811497178,12.231356589147287,80.16255141966818,70.19281148277747,9.61010141560098,2.1279873729354466,116.67,29.319000845881543,23.19,76.81,0.0,0.0,0.0
25-C12-B07-Mar,2025,12,Batea 07,2025-03-22 09:03:00,2025-03-21 18:20:00.000,2025-03-22 05:09:00.000,15410.171345922428,125.0694,0.542573471008737,0.4433266932270916,0.634556880821331,11.818943606036534,81.708140356157,80.0059256668037,8.763959676625534,1.9958576321392205,125.0694,28.962202798768924,31.67,68.33,0.0,0.0,0.0
25-C12-B08-Mar,2025,12,Batea 08,2025-03-22 20:10:00,2025-03-22 05:09:00.000,2025-03-22 17:20:00.000,15626.526741790864,126.4,0.4730323611666001,0.3913922764227642,0.542175666543613,12.08633639632441,82.74112059849483,73.27984093785034,9.490745021146765,1.6333454501393434,126.4,27.846456514931415,41.54,58.46,0.0,0.0,0.0
25-C12-B09-Mar,2025,12,Batea 09,2025-03-23 16:20:00,2025-03-22 17:20:00.000,2025-03-23 12:31:00.000,14901.666434378629,117.18,0.48063492063492064,0.4028981147212194,0.614324509734149,10.965873015873015,83.82622598228805,79.51240348076702,8.984809704112529,1.6521486643437862,117.18,29.53400197479436,35.8,64.2,0.0,0.0,0.0
25-C12-B10-Mar,2025,12,Batea 10,2025-03-24 13:19:00,2025-03-23 12:31:00.000,2025-03-24 09:21:00.000,14883.340898976414,105.42,0.4953367875647669,0.4207883153261304,0.588081785768151,11.254523714627341,84.94994232002423,62.22286349115873,9.287069505989667,2.5066101206837876,105.42,28.527399459594694,46.55,53.45,0.0,0.0,0.0
25-C12-B11-Mar,2025,12,Batea 11,2025-03-25 00:55:00,2025-03-24 09:21:00.000,2025-03-24 20:27:00.000,15338.282389937107,103.92,0.5396279822078447,0.44479542719614923,0.625188956700779,10.865992721391024,82.42630883897168,51.331721843199304,9.299503871875975,2.0794025157232703,103.92,29.056989324176318,30.0,70.0,0.0,0.0,0.0
25-C12-B12-Mar,2025,12,Batea 12,2025-03-25 10:58:00,2025-03-24 20:27:00.000,2025-03-25 06:23:00.000,14768.049757726685,107.84,0.522835583796664,0.43384060873047653,0.633406208791736,10.884193804606829,82.97840127484542,70.54594694588587,8.46984977496039,2.1075847956603155,107.84,29.223470662528307,30.51,69.49,0.0,0.0,0.0
25-C12-B13-Mar,2025,12,Batea 13,2025-03-25 20:12:00,2025-03-25 06:23:00.000,2025-03-25 16:09:00.000,14839.134862698276,107.93,0.5609697933227346,0.45910282258064516,0.551617754,11.675278219395867,81.84091693445538,76.09375255864805,8.834040290824534,1.6624594917277844,107.93,29.503736473807063,38.57,61.43,0.0,0.0,0.0
25-C12-B15-Mar,2025,12,Batea 15,2025-03-26 08:45:00,2025-03-25 16:09:00.000,2025-03-26 02:36:00.000,14595.844896007207,102.82,0.5333596525858665,0.43693803159173755,0.678475802767543,9.844848006316619,81.92183819554933,57.4577555901049,8.977318109851284,1.9221678951799932,102.82,29.502306724311968,36.07,63.93,0.0,0.0,0.0
25-C13-B01-Mar,2025,13,Batea 01,2025-03-26 14:07:00,2025-03-26 02:36:00.000,2025-03-26 12:10:00.000,13392.961923847695,108.53,0.47951710261569425,0.40036348949919226,0.622535320438153,10.779034205231387,83.49305735192117,84.48100208222834,9.281034137804197,1.753507014028056,108.53,28.965234811071678,40.0,60.0,0.0,0.0,0.0
25-C13-B02-Mar,2025,13,Batea 02,2025-03-27 04:10:00,2025-03-26 12:10:00.000,2025-03-27 00:18:00.000,14911.165353736918,106.33,0.6040783686525389,0.4910820451843043,0.747637387125761,10.877888844462214,81.29442646319468,68.15333476561854,8.789837356789368,1.874405411049493,106.33,29.41496553794051,31.34,68.66,0.0,0.0,0.0
25-C13-B03-Mar,2025,13,Batea 03,2025-03-27 17:30:00,2025-03-27 00:18:00.000,2025-03-27 10:34:00.000,15012.897303274596,105.13,0.5633797216699802,0.4679118002416432,0.660569571749002,9.84139849026619,83.05442710196432,62.50966112506304,8.669646874218932,1.6192837269030462,105.13,29.250340646876786,36.67,63.33,0.0,0.0,0.0
25-C13-B04-Mar,2025,13,Batea 04,2025-03-28 02:50:00,2025-03-27 10:34:00.000,2025-03-27 22:52:00.000,15205.284785369571,106.77,0.6106274509803922,0.4967630853994491,0.675625469578613,11.351725490196078,81.35289112893167,61.60574458749492,9.188110355169917,1.951993903987808,106.77,29.291007040530562,30.43,69.57,0.0,0.0,0.0
25-C13-B05-Mar,2025,13,Batea 05,2025-03-28 12:30:00,2025-03-27 22:52:00.000,2025-03-28 08:50:00.000,15249.5400701261,107.65,0.5668145161290323,0.47003185981680606,0.641363882703087,10.69592741935484,82.92516271933405,73.0899822111554,8.983539598640318,1.9069852687115607,107.65,29.38311075377209,25.0,62.5,0.0,12.5,0.0
25-C13-B06-Mar,2025,13,Batea 06,2025-03-29 02:18:00,2025-03-28 08:50:00.000,2025-03-28 22:00:00.000,14464.337821237406,103.01,0.5487746082764162,0.44923882957690786,0.647510468662626,8.828605865809562,81.86217488959102,79.2160809945506,9.301821345765012,1.7234826658689624,103.01,28.882353883223224,15.38,30.77,0.0,53.85,0.0
25-C13-B07-Mar,2025,13,Batea 07,2025-03-29 12:00:00,2025-03-28 22:00:00.000,2025-03-29 07:49:00.000,14971.708469481799,105.468,0.6090616190092629,0.46319583500200245,0.675457627708111,11.578775674587192,76.05073453084522,79.36417455892834,8.754830994835324,1.773333752251686,105.468,29.246599010686566,16.67,25.0,0.0,58.33,0.0
25-C13-B08-Mar,2025,13,Batea 08,2025-03-29 22:58:00,2025-03-29 07:49:00.000,2025-03-29 18:10:00.000,14873.403999999999,100.43820000000001,0.5471305031446542,0.4351278465840991,0.637967603077652,12.374488993710692,79.52907836122911,80.55458373208188,9.70081568729886,1.37,100.43820000000001,29.601575394449952,20.0,65.0,0.0,15.0,0.0
25-C13-B09-Mar,2025,13,Batea 09,2025-03-30 08:11:00,2025-03-29 18:11:00.000,2025-03-30 04:22:00.000,15113.32026960246,103.481,0.5878194888178914,0.475,0.697196285006263,9.676277955271566,80.80712004891636,81.66692083097942,8.874279402294327,1.92524159894575,103.481,29.092161441962837,16.13,61.29,0.0,22.58,0.0
25-C13-B10-Mar,2025,13,Batea 10,2025-03-30 18:13:00,2025-03-30 04:30:00.000,2025-03-30 14:20:00.000,14968.237649803797,106.127,0.5302564102564102,0.44492436305732486,0.682757555164398,9.674635108481263,83.90739922260963,68.47908557996341,9.420650537631436,2.065966698483402,106.127,29.698846866875513,13.04,58.7,0.0,28.26,0.0
25-C13-B11-Mar,2025,13,Batea 11,2025-03-31 03:55:00,2025-03-30 14:20:00.000,2025-03-31 00:16:00.000,15234.973263060705,108.777,0.5062724730323612,0.41936157517899764,0.639088174334663,9.834518577706751,82.83317729427327,54.498793877265406,8.977874409282817,2.4024774948064938,108.777,29.235863261436478,27.78,61.11,0.0,11.11,0.0
25-C13-B12-Mar,2025,13,Batea 12,2025-03-31 14:00:00,2025-03-31 00:17:00.000,2025-03-31 09:37:00.000,15127.86946339114,109.81767333337214,0.5415766306522609,0.4399013290374547,0.638463734379686,9.937294917967186,81.22605447499626,64.87490049621918,8.11774407674144,1.7032523496352172,109.81767333337214,27.028093336611303,36.36,63.64,0.0,0.0,0.0
25-C13-B13-Mar,2025,13,Batea 13,2025-03-31 23:45:00,2025-03-31 09:37:00.000,2025-03-31 19:18:00.000,15116.126736111111,115.28433333344199,0.4765005884660652,0.3894858870967742,0.332832490889037,10.784582189093763,81.73880505595893,79.85511700020356,9.230122210932066,1.5749007936507935,115.28433333344199,21.06197001887038,6.25,93.75,0.0,0.0,0.0
25-C13-B15-Abr,2025,13,Batea 15,2025-04-01 08:19:00,2025-03-31 19:34:00.000,2025-04-01 05:59:00.000,16417.102628058106,114.50100333329064,0.5348912167606769,0.43870163542082175,0.3794923013631,14.314867042707494,82.01698245815604,58.44929236054941,8.371186804424523,1.9640354230377168,114.50100333329064,15.508582683818275,13.33,86.67,0.0,0.0,0.0
25-C14-B01-Abr,2025,14,Batea 01,2025-04-01 18:00:00,2025-04-01 06:30:00.000,2025-04-01 16:14:00.000,14701.15139552572,115.0,0.47614862165401517,0.40641785150078985,0.327203925598295,13.515541350379545,85.35525107454917,84.6751106407274,9.232081215956,1.453603730220407,115.0,14.52862449389544,0.0,100.0,0.0,0.0,0.0
25-C14-B02-Abr,2025,14,Batea 02,2025-04-02 05:54:00,2025-04-01 16:14:00.000,2025-04-02 03:06:00.000,15979.549264957266,112.172,0.45402070063694266,0.3841363454618153,0.303534455608892,11.12591560509554,84.60767205612277,70.90430418382763,8.556365878825767,1.6037606837606837,112.172,14.661983905062636,0.0,100.0,0.0,0.0,0.0
25-C14-B03-Abr,2025,14,Batea 03,2025-04-03 17:20:00,2025-04-02 03:07:00.000,2025-04-02 23:15:00.000,15808.784800000001,104.9,0.4617788461538461,0.3903976143141153,0.29235625,9.440905448717949,84.54211741523788,71.62070976195275,8.332342947424793,2.04,104.9,14.733189979340937,0.0,100.0,0.0,0.0,0.0
25-C14-B04-Abr,2025,14,Batea 04,2025-04-03 22:40:00,2025-04-02 23:15:00.000,2025-04-03 10:06:00.000,15957.923220980241,109.71,0.4605628220372571,0.36808727569331157,0.335,10.440031708283787,79.92118731275605,70.27347182474963,8.221890914612006,1.930167029374131,109.71,14.650618985153306,0.0,100.0,0.0,0.0,0.0
25-C14-B05-Abr,2025,14,Batea 05,2025-04-04 04:53:00,2025-04-03 10:06:00.000,2025-04-03 22:03:00.000,15735.96897021455,115.0,0.48306292045904237,0.39347739095638257,0.37512819,10.115631183221211,81.45468722427941,72.12995810547103,8.85290616195326,1.7361747832237446,115.0,14.36921192028756,0.0,100.0,0.0,0.0,0.0
25-C14-B06-Abr,2025,14,Batea 06,2025-04-04 13:15:00,2025-04-03 22:03:00.000,2025-04-04 09:23:00.000,16683.589519379846,116.71,0.5244237767893246,0.42982999999999993,0.368652369094564,16.459684593611,81.96234019585165,77.72329447119978,8.984169894496466,1.3389147286821705,116.71,14.37284655166051,0.0,100.0,0.0,0.0,0.0
25-C14-B07-Abr,2025,14,Batea 07,2025-04-05 03:32:00,2025-04-04 09:23:00.000,2025-04-05 01:07:00.000,16273.229166523693,112.18,0.5026886035313001,0.40633333333333327,0.28396998,11.230216693418942,80.83201617838802,75.15860757867043,9.392944627095172,1.6366708986720653,112.18,14.6462247343921,0.0,100.0,0.0,0.0,0.0
25-C14-B08-Abr,2025,14,Batea 08,2025-04-05 15:06:00,2025-04-05 01:07:00.000,2025-04-05 11:23:00.000,15738.205451345159,112.2,0.47816000000000003,0.3976171079429735,0.28875339,10.599559999999999,83.15566085472928,78.70972629563825,8.376078166650291,1.5254320401379222,112.2,14.646424175622174,0.0,100.0,0.0,0.0,0.0
25-C14-B09-Abr,2025,14,Batea 09,2025-04-06 02:27:00,2025-04-05 11:23:00.000,2025-04-05 22:03:00.000,15553.809694793537,112.16,0.494390243902439,0.4207625444488345,0.291975883,9.655609756097562,85.1073720888121,77.77516381462995,9.2117993582699,1.8067569773135301,112.16,14.548294001198293,0.0,100.0,0.0,0.0,0.0
25-C14-B10-Abr,2025,14,Batea 10,2025-04-06 12:29:00,2025-04-05 22:03:00.000,2025-04-06 08:09:00.000,15694.302551135548,114.44,0.4716435643564357,0.40903543307086615,0.380522857,9.13849504950495,86.72554106171273,70.92076771642607,8.422093847900204,2.0819656155755695,114.44,14.713759842899876,0.0,100.0,0.0,0.0,0.0
25-C14-B11-Abr,2025,14,Batea 11,2025-04-06 22:00:00,2025-04-06 08:09:00.000,2025-04-06 18:13:00.000,15643.268457569828,112.12,0.4715296893432952,0.4037055533359968,0.374195672,10.34243020055053,85.61614728825286,56.2754092038838,9.498197510392934,1.5403546225464033,112.12,14.862835943418501,0.0,100.0,0.0,0.0,0.0
25-C14-B12-Abr,2025,14,Batea 12,2025-04-07 09:09:00,2025-04-06 18:13:00.000,2025-04-07 04:32:00.000,16000.40601077483,115.23,0.4661452065784196,0.40615927419354836,0.332814195,9.844404332129963,87.13149217490026,65.80989505497506,8.776405358414795,1.5117197416297632,115.23,14.509853539663563,0.0,100.0,0.0,0.0,0.0
25-C14-B13-Abr,2025,14,Batea 13,2025-04-07 17:57:00,2025-04-07 04:32:00.000,2025-04-07 14:30:00.000,14803.63543433555,109.9117,0.4837051792828685,0.4235300040273862,0.33794523,9.020916334661354,87.55953464366523,79.60313938536729,9.200295529423222,1.9756625987581118,109.9117,15.255729335277996,0.0,100.0,0.0,0.0,0.0
25-C14-B15-Abr,2025,14,Batea 15,2025-04-08 08:09:00,2025-04-07 17:23:00.000,2025-04-08 03:48:00.000,15416.84138687249,104.065,0.4586511441188278,0.3937401107594936,0.280245461,8.660698514652749,85.84740620585546,61.606332213049264,8.85658076003865,2.2642234888266266,104.065,23.09549723902368,0.0,100.0,0.0,0.0,0.0
25-C15-B01-Abr,2025,15,Batea 01,2025-04-08 17:17:00,2025-04-08 04:35:11.000,2025-04-08 14:18:31.000,13901.060761660248,109.63,0.4375961149332254,0.36869967793880837,0.308,11.09077296641036,84.25570185765241,82.68,8.88175895172281,1.7176133932391957,109.63,28.477655344763626,0.0,100.0,0.0,0.0,0.0
25-C15-B02-Abr,2025,15,Batea 02,2025-04-09 04:52:00,2025-04-08 14:18:01.000,2025-04-08 23:54:20.000,14812.943261050343,107.75,0.4479039479039479,0.37360346184107,0.309425358,13.20960520960521,83.41151347055967,62.7,9.11609580299062,1.7709332821595343,107.75,26.609616460130848,0.0,100.0,0.0,0.0,0.0
25-C15-B03-Abr,2025,15,Batea 03,2025-04-09 14:10:00,2025-04-08 23:54:20.000,2025-04-09 10:00:20.000,15598.37589639943,108.4,0.43724328593996836,0.3561064087061669,0.28172036,10.990837282780411,81.44353959389528,65.77,8.91235156959618,1.550265738453477,108.4,17.369494175727343,0.0,100.0,0.0,0.0,0.0
25-C15-B04-Abr,2025,15,Batea 04,2025-04-10 01:46:00,2025-04-09 10:00:20.000,2025-04-09 21:54:20.000,,108.55,0.4438965238480193,0.35208669354838706,0.228418515,22.829264349232016,79.3172900964041,72.59,9.111123794790347,1.3626751255617235,108.55,17.95259330746764,0.0,100.0,0.0,0.0,0.0
25-C15-B05-Abr,2025,15,Batea 05,2025-04-10 12:56:00,2025-04-09 21:54:20.000,2025-04-10 08:17:50.000,16564.5779286927,110.27,0.44065757818765033,0.35469128329297817,0.260036136,17.494987971130715,80.49136128595885,74.32,8.738925842982857,1.682229767968308,110.27,14.976281430378192,0.0,100.0,0.0,0.0,0.0
25-C15-B06-Abr,2025,15,Batea 06,2025-04-10 21:53:00,2025-04-10 08:17:10.000,2025-04-10 18:16:59.000,15712.870799999999,112.97,0.4536123174101855,0.3714228133817009,0.31363572,12.048203711014605,81.88111281948203,72.53,9.441331582577243,1.77,112.97,17.510487493402323,0.0,100.0,0.0,0.0,0.0
25-C15-B07-Abr,2025,15,Batea 07,2025-04-11 07:38:00,2025-04-10 18:16:10.000,2025-04-11 03:55:01.000,15570.253428434342,114.17,0.4861011549183592,0.42601000000000006,0.3494548007,10.274074074074075,87.63813780108146,72.94,8.566393756824244,1.2290444783408885,114.17,16.484915354025205,0.0,100.0,0.0,0.0,0.0
25-C15-B08-Abr,2025,15,Batea 08,2025-04-11 17:05:00,2025-04-11 03:55:01.000,2025-04-11 14:02:00.000,15708.558586855854,113.29,0.4991269841269841,0.4129458917835672,0.318,10.979206349206349,82.73363390798136,81.91,8.988161386382165,1.8460473203208276,113.29,16.9568813879912,0.0,100.0,0.0,0.0,0.0
25-C15-B09-Abr,2025,15,Batea 09,2025-04-12 22:25:00,2025-04-11 14:03:00.000,2025-04-12 00:26:00.000,14904.80596748789,102.73,0.4849409849409849,0.4132978723404255,0.330437786,11.033618233618233,85.22642654976295,79.1,9.16837623845009,1.7351927248952421,102.73,17.84209816781682,0.0,100.0,0.0,0.0,0.0
25-C15-B10-Abr,2025,15,Batea 10,2025-04-13 14:30:00,2025-04-12 00:34:00.000,2025-04-13 11:03:00.000,15830.049642838789,102.27,0.5368865647626709,0.43964155528554066,0.339940199,10.809372485921157,81.88723356858127,68.08,8.930501032438702,1.6033711907086694,102.27,16.93308146642354,0.0,100.0,0.0,0.0,0.0
25-C15-B11-Abr,2025,15,Batea 11,2025-04-14 00:30:00,2025-04-13 11:04:00.000,2025-04-13 21:00:50.000,15661.702544431659,100.41,0.49437299035369775,0.4248414585810542,0.355086794,10.76563504823151,85.93541048371243,57.12,9.048225462392484,1.8936197417210074,100.41,17.355316322443834,0.0,100.0,0.0,0.0,0.0
25-C15-B12-Abr,2025,15,Batea 12,2025-04-14 13:55:00,2025-04-13 21:00:00.000,2025-04-14 09:51:00.000,15412.422428981203,97.19,0.5114423851732475,0.4218875502008032,0.33827686,10.92945205479452,82.48975103185705,71.59,8.720643548051727,1.7064896110892704,97.19,17.083692497884932,0.0,100.0,0.0,0.0,0.0
25-C15-B13-Abr,2025,15,Batea 13,2025-04-15 00:35:00,2025-04-14 09:51:00.000,2025-04-14 20:35:00.000,15207.690618868324,98.05,0.46491089108910894,0.3834239130434783,0.317865482,10.501069306930692,82.47255988029497,79.88,9.327240253331526,1.7844832157819377,98.05,17.39374188059489,0.0,100.0,0.0,0.0,0.0
25-C15-B15-Abr,2025,15,Batea 15,2025-04-15 11:00:00,2025-04-14 20:44:00.000,2025-04-15 06:34:00.000,15425.477529977337,100.72,0.48155916106054614,0.40089465219139525,0.333369258,11.823545706371192,83.24930446936114,57.18,8.608808349800828,1.748550764475557,100.72,17.01159020463715,0.0,100.0,0.0,0.0,0.0
25-C16-B01-Abr,2025,16,Batea 01,2025-04-15 19:44:00,2025-04-15 07:33:00.000,2025-04-15 18:11:59.000,13660.384916314284,110.47,0.5068839103869655,0.4305577531645568,0.358397437988045,11.748513238289204,84.9420832544991,83.03609467498471,9.356835764756436,1.7803788013065607,110.47,20.47957221221057,0.0,100.0,0.0,0.0,0.0
25-C16-B02-Abr,2025,16,Batea 02,2025-04-16 09:19:00,2025-04-15 18:12:00.000,2025-04-16 04:24:00.000,15332.799405927153,107.31,0.4748719968491532,0.3843889113719142,0.337889778262876,13.299094131547854,80.94579463990131,71.55472481849289,8.678845121185946,1.8128996348135378,107.31,20.906780347170052,0.0,100.0,0.0,0.0,0.0
25-C16-B03-Abr,2025,16,Batea 03,2025-04-16 17:43:00,2025-04-16 04:24:00.000,2025-04-16 13:56:00.000,15173.162949622778,109.2,0.4677791021056813,0.38650081566068517,0.335264971203233,12.149582836710369,82.62464353813019,75.82719280564042,9.03615955557755,1.5234850328547092,109.2,20.925655615209816,0.0,100.0,0.0,0.0,0.0
25-C16-B04-Abr,2025,16,Batea 04,2025-04-17 04:22:00,2025-04-16 13:56:00.000,2025-04-17 01:11:00.000,15708.968676699533,111.41,0.46554621848739497,0.37280419016921834,0.339371469033043,12.316846738695478,80.07887839374906,78.4286506895275,9.051101922835459,2.1370005189413597,111.41,21.10478183984387,0.0,100.0,0.0,0.0,0.0
25-C16-B05-Abr,2025,16,Batea 05,2025-04-17 16:45:00,2025-04-17 01:11:00.000,2025-04-17 11:28:00.000,16333.837062121227,108.83,0.5087060702875399,0.41704725972994433,0.32356523878283,21.642252396166135,81.98197035357047,82.59962625610946,8.788861642946289,1.4371405857999773,108.83,23.045269114459252,20.0,80.0,0.0,0.0,0.0
25-C16-B06-Abr,2025,16,Batea 06,2025-04-18 05:10:00,2025-04-17 11:28:00.000,2025-04-18 01:58:00.000,15517.398595146871,104.1159,0.6108486789431545,0.5061,0.731719964738117,16.37193755004003,82.85194311553838,85.56303396032607,8.732809625742894,1.7879948914431671,104.1159,26.64073917811854,25.0,55.0,0.0,20.0,0.0
25-C16-B07-Abr,2025,16,Batea 07,2025-04-18 17:17:00,2025-04-18 01:59:00.000,2025-04-18 12:47:00.000,15357.580031809655,100.8234,0.6303401898734176,0.47414383561643836,0.652310373189315,17.710126582278477,75.22030853080366,84.7415302776268,8.875450240530501,1.4762920006822444,100.8234,28.85537370906819,9.09,77.27,0.0,13.64,0.0
25-C16-B08-Abr,2025,16,Batea 08,2025-04-19 05:02:00,2025-04-18 12:47:00.000,2025-04-19 00:37:00.000,15385.23855337268,99.12400000000001,0.5224660814046289,0.4003937802907916,0.482479664461361,16.92274541101357,76.6353634315072,85.71713525407199,9.192917317000116,1.9298919341364162,99.12400000000001,27.964579209034504,36.84,36.84,0.0,26.32,0.0
25-C16-B09-Abr,2025,16,Batea 09,2025-04-19 15:26:00,2025-04-19 00:38:00.000,2025-04-19 11:27:00.000,15587.991935625407,96.5218,0.601197126895451,0.46513742926434926,0.600052194204469,20.69896249002394,77.36853828066236,84.34626322845979,9.055004876166521,1.4665490794854246,96.5218,27.89738948404207,28.57,64.29,0.0,7.14,0.0
25-C16-B10-Abr,2025,16,Batea 10,2025-04-20 02:48:00,2025-04-19 11:27:00.000,2025-04-19 22:37:00.000,15740.540993437333,95.63900000000001,0.6624012638230647,0.5135080645161291,0.704191929140617,22.16733807266983,77.52220482678504,79.03759335100563,9.395355165597216,2.0135645328851237,95.63900000000001,28.539544223937472,28.57,35.71,0.0,35.71,0.0
25-C16-B11-Abr,2025,16,Batea 11,2025-04-20 13:08:00,2025-04-19 22:37:00.000,2025-04-20 09:02:00.000,15549.844803849903,98.4408,0.63832,0.5116099683544303,0.72308124940538,15.919480000000002,80.14944986126555,74.959232279846,8.712136603761229,1.5271686159844053,98.4408,28.174269790154707,41.67,41.67,0.0,16.67,0.0
25-C16-B12-Abr,2025,16,Batea 12,2025-04-21 00:09:00,2025-04-20 09:02:00.000,2025-04-20 19:41:00.000,15478.708793589552,110.607,0.6159327461969575,0.5064623786407767,0.666025076659684,17.452241793434748,82.226895999263,87.98427777580368,9.17993886027663,1.8097640599495475,110.607,28.264955651125447,55.56,27.78,0.0,16.67,0.0
25-C16-B13-Abr,2025,16,Batea 13,2025-04-21 11:10:00,2025-04-20 19:41:00.000,2025-04-21 05:47:00.000,14926.916037407807,110.078,0.6372184907151324,0.5408818834796488,0.66368759016732,17.572184907151325,84.88169934815173,86.63921744011087,8.616295683040532,2.1057447704104977,110.078,28.105278975445984,15.79,68.42,0.0,15.79,0.0
25-C16-B15-Abr,2025,16,Batea 15,2025-04-21 21:25:00,2025-04-21 06:01:00.000,2025-04-21 16:14:00.000,14525.030864197532,110.772,0.5872919204222493,0.470891393442623,0.695242568689517,16.95663824604141,80.18012457996407,82.50398917856263,9.232843317262073,1.5652557319223985,110.772,28.461430539460846,47.37,36.84,0.0,15.79,0.0
25-C17-B01-Abr,2025,17,Batea 01,2025-04-22 05:10:00,2025-04-21 16:14:00.000,2025-04-22 02:00:00.000,13431.06022311128,112.8219,0.5795269168026101,0.49345699143905425,0.694425278836358,11.994820554649266,85.14824370222104,88.67631751910527,8.35824579891882,1.5029317753646196,112.8219,27.84974770572792,31.25,31.25,0.0,37.5,0.0
25-C17-B02-Abr,2025,17,Batea 02,2025-04-22 17:57:00,2025-04-22 02:00:00.000,2025-04-22 13:24:00.000,14601.305696969697,111.62,0.5851703406813628,0.508085874799358,0.738502797669363,12.303126252505011,86.82700394687657,86.70881251777082,8.791806911017135,2.4759170653907496,111.62,28.23804039303773,11.76,35.29,0.0,52.94,0.0
25-C17-B03-Abr,2025,17,Batea 03,2025-04-23 03:54:00,2025-04-22 13:24:00.000,2025-04-23 00:06:00.000,15105.269578754871,111.58,0.5523543495610534,0.43562797147385107,0.633107674225975,13.561372705506784,78.86748277080413,76.59409397845829,8.882542809480094,1.6327847176681969,111.58,27.71711179324834,30.43,69.57,0.0,0.0,0.0
